Event.Date,Shape,Location,State,Country,Source,USA,
6/18/2016,Boomerang/V-Shaped ,South Barrington ,IL ,USA ,NUFORC,1,
6/17/2016,Boomerang/V-Shaped ,Kuna ,ID ,USA ,NUFORC,1,
5/30/2016,Boomerang/V-Shaped ,Lake Stevens ,WA ,USA ,NUFORC,1,
5/27/2016,Boomerang/V-Shaped ,Gerber ,CA ,USA ,NUFORC,1,
5/24/2016,Boomerang/V-Shaped ,Camdenton ,MO ,USA ,NUFORC,1,
5/21/2016,Boomerang/V-Shaped ,Ft. Lauderdale ,FL ,USA ,NUFORC,1,
4/26/2016,Boomerang/V-Shaped ,St. George ,UT ,USA ,NUFORC,1,
4/14/2016,Boomerang/V-Shaped ,White Plains ,MD ,USA ,NUFORC,1,
4/2/2016,Boomerang/V-Shaped ,Nampa ,ID ,USA ,NUFORC,1,
4/1/2016,Boomerang/V-Shaped ,St. Charles ,MO ,USA ,NUFORC,1,
3/15/2016,Boomerang/V-Shaped ,"Washington, D.C. ",DC ,USA ,NUFORC,1,
3/15/2016,Boomerang/V-Shaped ,Phoenix ,AZ ,USA ,NUFORC,1,
3/12/2016,Boomerang/V-Shaped ,St. Paul ,MN ,USA ,NUFORC,1,
3/5/2016,Boomerang/V-Shaped ,"Gage (I-10, Exit 67) ",NM ,USA ,NUFORC,1,
3/3/2016,Boomerang/V-Shaped ,Pine Bush ,NY ,USA ,NUFORC,1,
2/29/2016,Boomerang/V-Shaped ,Edwards ,CA ,USA ,NUFORC,1,
2/28/2016,Boomerang/V-Shaped ,Suffern ,NY ,USA ,NUFORC,1,
2/28/2016,Boomerang/V-Shaped ,Westminster ,CO ,USA ,NUFORC,1,
2/27/2016,Boomerang/V-Shaped ,Faribault ,MN ,USA ,NUFORC,1,
2/27/2016,Boomerang/V-Shaped ,Sioux City ,IA ,USA ,NUFORC,1,
2/10/2016,Boomerang/V-Shaped ,Watchung ,NJ ,USA ,NUFORC,1,
2/7/2016,Boomerang/V-Shaped ,Dewey ,AZ ,USA ,NUFORC,1,
1/29/2016,Boomerang/V-Shaped ,Lafayette ,LA ,USA ,NUFORC,1,
1/16/2016,Boomerang/V-Shaped ,Bend ,OR ,USA ,NUFORC,1,
1/13/2016,Boomerang/V-Shaped ,Maumelle ,AR ,USA ,NUFORC,1,
1/6/2016,Boomerang/V-Shaped ,Arlington/Marysville ,WA ,USA ,NUFORC,1,
1/5/2016,Boomerang/V-Shaped ,Windsor Heights ,IA ,USA ,NUFORC,1,
11/22/2015,Boomerang/V-Shaped ,Salem ,OH ,USA ,MUFON,1,
7/4/2015,Boomerang/V-Shaped ,Inman ,SC ,USA ,NUFORC,1,
3/17/2015,Boomerang/V-Shaped ,Grayslake ,IL ,USA ,NUFORC,1,
1/7/2012,Boomerang/V-Shaped ,Waianae ,HI ,USA ,MUFON,1,
3/13/1997,Boomerang/V-Shaped ,Peoria ,AZ ,USA ,NUFORC,1,
3/13/1997,Boomerang/V-Shaped ,Tucson ,AZ ,USA ,NUFORC,1,
6/30/1994,Boomerang/V-Shaped ,Prestonsburg ,KY ,USA ,NUFORC,1,
6/15/2016,Boomerang/V-Shaped ,Ingersoll ,ON ,Canada ,NUFORC,0,
5/1/2016,Boomerang/V-Shaped ,Gimli (Canada) ,MB ,Canada ,NUFORC,0,
1/27/2016,Boomerang/V-Shaped ,Mumbai ,,India ,NUFORC,0,
10/10/2014,Boomerang/V-Shaped ,Asker ,,Norway ,NUFORC,0,
7/19/2016,Cigar/Cylinder ,Phoenix ,AZ ,USA ,NUFORC,1,
7/18/2016,Cigar/Cylinder ,Mytle Beach ,SC ,USA ,NUFORC,1,
7/18/2016,Cigar/Cylinder ,Ash ,NC ,USA ,NUFORC,1,
7/17/2016,Cigar/Cylinder ,Huntingdon ,PA ,USA ,NUFORC,1,
7/15/2016,Cigar/Cylinder ,Tulare ,CA ,USA ,NUFORC,1,
7/14/2016,Cigar/Cylinder ,Burlington ,NJ ,USA ,NUFORC,1,
7/9/2016,Cigar/Cylinder ,Wilmington ,OH ,USA ,NUFORC,1,
7/9/2016,Cigar/Cylinder ,Oldsmar ,FL ,USA ,NUFORC,1,
7/9/2016,Cigar/Cylinder ,Saint Augustine ,FL ,USA ,NUFORC,1,
7/4/2016,Cigar/Cylinder ,Fort Wayne ,IN ,USA ,NUFORC,1,
7/4/2016,Cigar/Cylinder ,Fort Wayne ,IN ,USA ,NUFORC,1,
7/4/2016,Cigar/Cylinder ,Pueblo ,CO ,USA ,NUFORC,1,
7/4/2016,Cigar/Cylinder ,Joliet ,IL ,USA ,NUFORC,1,
7/4/2016,Cigar/Cylinder ,Lena ,MS ,USA ,NUFORC,1,
7/4/2016,Cigar/Cylinder ,Orlando ,FL ,USA ,NUFORC,1,
6/30/2016,Cigar/Cylinder ,Belleville ,NY ,USA ,NUFORC,1,
6/30/2016,Cigar/Cylinder ,Shavertown ,PA ,USA ,NUFORC,1,
6/29/2016,Cigar/Cylinder ,Bainbridge Island ,WA ,USA ,NUFORC,1,
6/29/2016,Cigar/Cylinder ,Dudley ,MA ,USA ,NUFORC,1,
6/27/2016,Cigar/Cylinder ,Bow ,WA ,USA ,NUFORC,1,
6/26/2016,Cigar/Cylinder ,Aldie ,VA ,USA ,NUFORC,1,
6/25/2016,Cigar/Cylinder ,Cranston ,RI ,USA ,NUFORC,1,
6/25/2016,Cigar/Cylinder ,Yerington ,NV ,USA ,NUFORC,1,
6/24/2016,Cigar/Cylinder ,Novelty ,OH ,USA ,NUFORC,1,
6/24/2016,Cigar/Cylinder ,Portland ,ME ,USA ,NUFORC,1,
6/23/2016,Cigar/Cylinder ,Minneapolis ,MN ,USA ,NUFORC,1,
6/22/2016,Cigar/Cylinder ,Webster ,MA ,USA ,NUFORC,1,
6/19/2016,Cigar/Cylinder ,Green Valley ,AZ ,USA ,NUFORC,1,
6/17/2016,Cigar/Cylinder ,Bridgewater ,NJ ,USA ,NUFORC,1,
6/14/2016,Cigar/Cylinder ,Richmond ,KY ,USA ,NUFORC,1,
6/11/2016,Cigar/Cylinder ,Lafayette ,LA ,USA ,NUFORC,1,
6/9/2016,Cigar/Cylinder ,Little River ,SC ,USA ,NUFORC,1,
6/6/2016,Cigar/Cylinder ,Gold Bar ,WA ,USA ,NUFORC,1,
6/6/2016,Cigar/Cylinder ,Cedarcreek ,MO ,USA ,NUFORC,1,
6/3/2016,Cigar/Cylinder ,Wittmann ,AZ ,USA ,NUFORC,1,
5/26/2016,Cigar/Cylinder ,San Francisco ,CA ,USA ,NUFORC,1,
5/25/2016,Cigar/Cylinder ,Boise ,ID ,USA ,NUFORC,1,
5/25/2016,Cigar/Cylinder ,Moriarty ,NM ,USA ,NUFORC,1,
5/24/2016,Cigar/Cylinder ,Geneva ,OH ,USA ,NUFORC,1,
5/24/2016,Cigar/Cylinder ,Carlsbad ,CA ,USA ,NUFORC,1,
5/15/2016,Cigar/Cylinder ,LaGrange ,GA ,USA ,NUFORC,1,
5/15/2016,Cigar/Cylinder ,Decatur ,AL ,USA ,NUFORC,1,
5/11/2016,Cigar/Cylinder ,Gulf of Mexico ,FL ,USA ,NUFORC,1,
5/10/2016,Cigar/Cylinder ,West Palm Beach ,FL ,USA ,NUFORC,1,
5/5/2016,Cigar/Cylinder ,Shelbyville ,IL ,USA ,NUFORC,1,
5/3/2016,Cigar/Cylinder ,Stone Mountain ,GA ,USA ,NUFORC,1,
5/3/2016,Cigar/Cylinder ,Tooele ,UT ,USA ,NUFORC,1,
5/1/2016,Cigar/Cylinder ,Ponte Vedra Beach ,FL ,USA ,NUFORC,1,
4/23/2016,Cigar/Cylinder ,Austin ,TX ,USA ,NUFORC,1,
4/21/2016,Cigar/Cylinder ,Albany ,NY ,USA ,NUFORC,1,
4/20/2016,Cigar/Cylinder ,Richfield ,WI ,USA ,NUFORC,1,
4/17/2016,Cigar/Cylinder ,E. Parsonsfield ,ME ,USA ,NUFORC,1,
4/16/2016,Cigar/Cylinder ,Reading ,PA ,USA ,NUFORC,1,
4/16/2016,Cigar/Cylinder ,Pataskala ,OH ,USA ,NUFORC,1,
4/12/2016,Cigar/Cylinder ,Nelson ,AZ ,USA ,NUFORC,1,
4/11/2016,Cigar/Cylinder ,Layton ,UT ,USA ,NUFORC,1,
4/9/2016,Cigar/Cylinder ,Ogden ,UT ,USA ,NUFORC,1,
4/8/2016,Cigar/Cylinder ,Red Cross ,NC ,USA ,NUFORC,1,
4/6/2016,Cigar/Cylinder ,Warren ,NJ ,USA ,NUFORC,1,
3/31/2016,Cigar/Cylinder ,San Diego ,CA ,USA ,NUFORC,1,
3/28/2016,Cigar/Cylinder ,North Myrtle Beach ,SC ,USA ,NUFORC,1,
3/27/2016,Cigar/Cylinder ,Epping ,NH ,USA ,NUFORC,1,
3/20/2016,Cigar/Cylinder ,Denver ,CO ,USA ,NUFORC,1,
3/16/2016,Cigar/Cylinder ,Mount Shasta ,CA ,USA ,NUFORC,1,
3/14/2016,Cigar/Cylinder ,Orlando ,FL ,USA ,NUFORC,1,
3/10/2016,Cigar/Cylinder ,Port Saint Lucie ,FL ,USA ,NUFORC,1,
3/9/2016,Cigar/Cylinder ,Jacksonville Beach ,FL ,USA ,NUFORC,1,
3/2/2016,Cigar/Cylinder ,Lexington ,KY ,USA ,NUFORC,1,
3/2/2016,Cigar/Cylinder ,Clarkdale ,AZ ,USA ,NUFORC,1,
3/2/2016,Cigar/Cylinder ,Oakwood ,GA ,USA ,NUFORC,1,
3/2/2016,Cigar/Cylinder ,Delray Beach ,FL ,USA ,NUFORC,1,
3/1/2016,Cigar/Cylinder ,Stover ,MO ,USA ,NUFORC,1,
3/1/2016,Cigar/Cylinder ,Battle Lake ,MN ,USA ,NUFORC,1,
2/29/2016,Cigar/Cylinder ,San Antonio ,TX ,USA ,NUFORC,1,
2/29/2016,Cigar/Cylinder ,Ridgecrest ,CA ,USA ,NUFORC,1,
2/28/2016,Cigar/Cylinder ,Pray/Livingston (between) ,MT ,USA ,NUFORC,1,
2/28/2016,Cigar/Cylinder ,Goose Creek ,SC ,USA ,NUFORC,1,
2/27/2016,Cigar/Cylinder ,Delray Beach ,FL ,USA ,NUFORC,1,
2/26/2016,Cigar/Cylinder ,Gainesville ,MO ,USA ,NUFORC,1,
2/23/2016,Cigar/Cylinder ,Auburn ,WA ,USA ,NUFORC,1,
2/23/2016,Cigar/Cylinder ,Leander ,TX ,USA ,NUFORC,1,
2/20/2016,Cigar/Cylinder ,Colerain Township ,OH ,USA ,NUFORC,1,
2/14/2016,Cigar/Cylinder ,Naples ,FL ,USA ,NUFORC,1,
2/13/2016,Cigar/Cylinder ,Staten Island ,NY ,USA ,NUFORC,1,
2/11/2016,Cigar/Cylinder ,Lompoc ,CA ,USA ,NUFORC,1,
2/9/2016,Cigar/Cylinder ,Boise ,ID ,USA ,NUFORC,1,
2/8/2016,Cigar/Cylinder ,Eagle River ,AK ,USA ,NUFORC,1,
2/4/2016,Cigar/Cylinder ,Goodyear ,AZ ,USA ,NUFORC,1,
1/23/2016,Cigar/Cylinder ,Pasadena ,CA ,USA ,NUFORC,1,
1/22/2016,Cigar/Cylinder ,Antinito ,CO ,USA ,NUFORC,1,
1/21/2016,Cigar/Cylinder ,Maywood ,CA ,USA ,NUFORC,1,
1/16/2016,Cigar/Cylinder ,Mill Spring ,NC ,USA ,NUFORC,1,
1/14/2016,Cigar/Cylinder ,Dayton ,TN ,USA ,NUFORC,1,
1/13/2016,Cigar/Cylinder ,Seattle ,WA ,USA ,NUFORC,1,
1/12/2016,Cigar/Cylinder ,Elk Grove Village ,IL ,USA ,NUFORC,1,
1/12/2016,Cigar/Cylinder ,Houston ,MO ,USA ,NUFORC,1,
1/12/2016,Cigar/Cylinder ,Joplin ,MO ,USA ,NUFORC,1,
1/7/2016,Cigar/Cylinder ,Odessa ,TX ,USA ,NUFORC,1,
1/7/2016,Cigar/Cylinder ,Clanton ,AL ,USA ,NUFORC,1,
1/6/2016,Cigar/Cylinder ,Auburn ,WA ,USA ,NUFORC,1,
12/30/2015,Cigar/Cylinder ,Orient ,OR ,USA ,NUFORC,1,
12/29/2015,Cigar/Cylinder ,Maryville ,TN ,USA ,NUFORC,1,
12/27/2015,Cigar/Cylinder ,Gill ,CO ,USA ,NUFORC,1,
12/27/2015,Cigar/Cylinder ,Baton Rouge ,LA ,USA ,NUFORC,1,
12/26/2015,Cigar/Cylinder ,DeLuz/Temecula ,CA ,USA ,NUFORC,1,
12/25/2015,Cigar/Cylinder ,Londonderry ,NH ,USA ,NUFORC,1,
12/24/2015,Cigar/Cylinder ,Angola ,NY ,USA ,NUFORC,1,
12/22/2015,Cigar/Cylinder ,Sky Valley ,CA ,USA ,NUFORC,1,
12/22/2015,Cigar/Cylinder ,Desert Hot Springs ,CA ,USA ,NUFORC,1,
12/22/2015,Cigar/Cylinder ,Las Vegas ,NV ,USA ,NUFORC,1,
12/20/2015,Cigar/Cylinder ,Angola ,NY ,USA ,NUFORC,1,
12/17/2015,Cigar/Cylinder ,Victoria ,TX ,USA ,NUFORC,1,
12/17/2015,Cigar/Cylinder ,Port Isabel ,TX ,USA ,NUFORC,1,
12/16/2015,Cigar/Cylinder ,St. Paul ,MN ,USA ,NUFORC,1,
12/5/2015,Cigar/Cylinder ,Jamison ,PA ,USA ,NUFORC,1,
11/7/2015,Cigar/Cylinder ,East Irondequoit ,NY ,USA ,NUFORC,1,
10/31/2015,Cigar/Cylinder ,Fridley ,MN ,USA ,NUFORC,1,
1/3/2015,Cigar/Cylinder ,Hollywood ,FL ,USA ,MUFON,1,
11/17/2014,Cigar/Cylinder ,Suffolk ,VA ,USA ,NUFORC,1,
6/26/2010,Cigar/Cylinder ,Alford ,FL ,USA ,NUFORC,1,
2/8/2010,Cigar/Cylinder ,Hancock ,ME ,USA ,NUFORC,1,
12/1/2007,Cigar/Cylinder ,Scipio ,IN ,USA ,NUFORC,1,
10/5/2002,Cigar/Cylinder ,Arizona?? ,AZ ,USA ,NUFORC,1,
11/20/2001,Cigar/Cylinder ,Shiner ,TX ,USA ,NUFORC,1,
7/15/2000,Cigar/Cylinder ,Sayreville (near) ,NJ ,USA ,NUFORC,1,
9/30/1992,Cigar/Cylinder ,Columbia ,SC ,USA ,NUFORC,1,
6/20/1986,Cigar/Cylinder ,Meridian ,MS ,USA ,NUFORC,1,
8/15/1984,Cigar/Cylinder ,Logan ,UT ,USA ,NUFORC,1,
2/10/1973,Cigar/Cylinder ,Moundville ,AL ,USA ,NUFORC,1,
10/14/1968,Cigar/Cylinder ,Buffalo ,NY ,USA ,NUFORC,1,
6/1/1968,Cigar/Cylinder ,Vandenberg AFB ,CA ,USA ,NUFORC,1,
9/15/1966,Cigar/Cylinder ,Minot AFB ,ND ,USA ,NUFORC,1,
9/1/1957,Cigar/Cylinder ,Beaver Co. {Western Pennsylvania, Rte. 288) ,PA ,USA ,NUFORC,1
6/24/2016,Cigar/Cylinder ,Marieville ,QC ,Canada ,NUFORC,0,
5/30/2016,Cigar/Cylinder ,Brockville ,ON ,Canada ,NUFORC,0,
5/16/2016,Cigar/Cylinder ,Tenby ,,Wales/UK ,NUFORC,0,
7/8/2007,Cigar/Cylinder ,Beijing ,,China ,NUFORC,0,
6/3/2007,Cigar/Cylinder ,Sarnia ,ON ,Canada ,NUFORC,0,
7/22/2016,Circle ,Bangor ,ME ,USA ,NUFORC,1,
7/19/2016,Circle ,Chunchula ,AL ,USA ,NUFORC,1,
7/19/2016,Circle ,Lincoln City ,OR ,USA ,NUFORC,1,
7/18/2016,Circle ,Gunnison ,CO ,USA ,NUFORC,1,
7/17/2016,Circle ,Fairfield ,ME ,USA ,NUFORC,1,
7/17/2016,Circle ,New York City (Bronx) ,NY ,USA ,NUFORC,1,
7/17/2016,Circle ,Milan ,NH ,USA ,NUFORC,1,
7/17/2016,Circle ,Firth ,ID ,USA ,NUFORC,1,
7/17/2016,Circle ,Fairfield ,ME ,USA ,NUFORC,1,
7/17/2016,Circle ,Severn ,MD ,USA ,NUFORC,1,
7/16/2016,Circle ,Virginia Beach ,VA ,USA ,NUFORC,1,
7/15/2016,Circle ,Oakland ,NJ ,USA ,NUFORC,1,
7/14/2016,Circle ,Petersburg ,VA ,USA ,NUFORC,1,
7/11/2016,Circle ,Coloma ,MI ,USA ,NUFORC,1,
7/11/2016,Circle ,Greenville ,SC ,USA ,NUFORC,1,
7/10/2016,Circle ,West Gardiner ,ME ,USA ,NUFORC,1,
7/10/2016,Circle ,Owings Mills ,MD ,USA ,NUFORC,1,
7/10/2016,Circle ,Greenwich ,CT ,USA ,NUFORC,1,
7/10/2016,Circle ,Galion ,OH ,USA ,NUFORC,1,
7/9/2016,Circle ,Clemmons ,NC ,USA ,NUFORC,1,
7/9/2016,Circle ,Lakeside ,CA ,USA ,NUFORC,1,
7/9/2016,Circle ,Vancouver ,WA ,USA ,NUFORC,1,
7/8/2016,Circle ,Lathrop ,MO ,USA ,NUFORC,1,
7/8/2016,Circle ,Plainfield ,IL ,USA ,NUFORC,1,
7/8/2016,Circle ,Hicksville ,NY ,USA ,NUFORC,1,
7/8/2016,Circle ,Shoreview ,MN ,USA ,NUFORC,1,
7/8/2016,Circle ,Jasper I ,IN ,USA ,NUFORC,1,
7/8/2016,Circle ,Oscoda ,MI ,USA ,NUFORC,1,
7/7/2016,Circle ,Laguna Hills ,CA ,USA ,NUFORC,1,
7/7/2016,Circle ,Zachary ,LA ,USA ,NUFORC,1,
7/6/2016,Circle ,Lincoln and Roseville ,CA ,USA ,NUFORC,1,
7/4/2016,Circle ,Holland ,MI ,USA ,NUFORC,1,
7/4/2016,Circle ,Yachats ,OR ,USA ,NUFORC,1,
7/4/2016,Circle ,Buckley ,WA ,USA ,NUFORC,1,
7/4/2016,Circle ,Roswell ,GA ,USA ,NUFORC,1,
7/4/2016,Circle ,Oswego ,IL ,USA ,NUFORC,1,
7/4/2016,Circle ,Parker ,CO ,USA ,NUFORC,1,
7/4/2016,Circle ,Spring Hill ,FL ,USA ,NUFORC,1,
7/4/2016,Circle ,Sebring ,FL ,USA ,NUFORC,1,
7/4/2016,Circle ,Spring Hill ,FL ,USA ,NUFORC,1,
7/4/2016,Circle ,Spring Hill ,FL ,USA ,NUFORC,1,
7/4/2016,Circle ,Brookfield ,WI ,USA ,NUFORC,1,
7/4/2016,Circle ,Elk Grove ,CA ,USA ,NUFORC,1,
7/4/2016,Circle ,El Mirage ,AZ ,USA ,NUFORC,1,
7/4/2016,Circle ,Davenport ,FL ,USA ,NUFORC,1,
7/4/2016,Circle ,Dothan ,AL ,USA ,NUFORC,1,
7/4/2016,Circle ,Channel Islands Point Magu ,CA ,USA ,NUFORC,1,
7/4/2016,Circle ,Fort Collins ,CO ,USA ,NUFORC,1,
7/4/2016,Circle ,Union ,MO ,USA ,NUFORC,1,
7/3/2016,Circle ,Palm Harbor ,FL ,USA ,NUFORC,1,
7/3/2016,Circle ,Jacksonville ,FL ,USA ,NUFORC,1,
7/3/2016,Circle ,Bath ,PA ,USA ,NUFORC,1,
7/3/2016,Circle ,Wakefield ,MA ,USA ,NUFORC,1,
7/3/2016,Circle ,Millbury ,MA ,USA ,NUFORC,1,
7/3/2016,Circle ,Madison ,WI ,USA ,NUFORC,1,
7/2/2016,Circle ,Warwick ,RI ,USA ,NUFORC,1,
7/2/2016,Circle ,Wolcott ,CT ,USA ,NUFORC,1,
7/2/2016,Circle ,Lisman ,AL ,USA ,NUFORC,1,
7/1/2016,Circle ,placitas ,NM ,USA ,NUFORC,1,
7/1/2016,Circle ,Fayetteville ,NC ,USA ,NUFORC,1,
7/1/2016,Circle ,Muskego ,WI ,USA ,NUFORC,1,
6/30/2016,Circle ,Kihei ,HI ,USA ,NUFORC,1,
6/30/2016,Circle ,Pacifica ,CA ,USA ,NUFORC,1,
6/30/2016,Circle ,Pacifica ,CA ,USA ,NUFORC,1,
6/29/2016,Circle ,Akron ,OH ,USA ,NUFORC,1,
6/29/2016,Circle ,Toledo ,OH ,USA ,NUFORC,1,
6/29/2016,Circle ,New Bedford ,MA ,USA ,NUFORC,1,
6/28/2016,Circle ,Corvallis ,MT ,USA ,NUFORC,1,
6/27/2016,Circle ,Myrtle Beach ,SC ,USA ,NUFORC,1,
6/26/2016,Circle ,Columbus ,GA ,USA ,NUFORC,1,
6/26/2016,Circle ,Carrollton ,GA ,USA ,NUFORC,1,
6/26/2016,Circle ,Port Townsend ,WA ,USA ,NUFORC,1,
6/26/2016,Circle ,Brigantine ,NJ ,USA ,NUFORC,1,
6/25/2016,Circle ,Orland Park ,IL ,USA ,NUFORC,1,
6/25/2016,Circle ,Charlotte ,NC ,USA ,NUFORC,1,
6/25/2016,Circle ,Hanson ,MA ,USA ,NUFORC,1,
6/25/2016,Circle ,Salt Lake City ,UT ,USA ,NUFORC,1,
6/25/2016,Circle ,Hollidaysburg ,PA ,USA ,NUFORC,1,
6/24/2016,Circle ,Montana City ,MT ,USA ,NUFORC,1,
6/23/2016,Circle ,Throop ,PA ,USA ,NUFORC,1,
6/22/2016,Circle ,Brookline Station ,MO ,USA ,NUFORC,1,
6/21/2016,Circle ,Panama City ,FL ,USA ,NUFORC,1,
6/20/2016,Circle ,Bogie Sound (Emerald Isle Bridge) ,NC ,USA ,NUFORC,1,
6/20/2016,Circle ,San Ramon ,CA ,USA ,NUFORC,1,
6/20/2016,Circle ,Endicott ,NY ,USA ,NUFORC,1,
6/19/2016,Circle ,Silver Spring ,MD ,USA ,NUFORC,1,
6/19/2016,Circle ,Atlanta ,GA ,USA ,NUFORC,1,
6/18/2016,Circle ,New York City ,NY ,USA ,NUFORC,1,
6/18/2016,Circle ,Monaca ,PA ,USA ,NUFORC,1,
6/18/2016,Circle ,Chicago ,IL ,USA ,NUFORC,1,
6/18/2016,Circle ,East Northport ,NY ,USA ,NUFORC,1,
6/18/2016,Circle ,Farmingdale ,NY ,USA ,NUFORC,1,
6/18/2016,Circle ,Gold Beach ,OR ,USA ,NUFORC,1,
6/17/2016,Circle ,Pawleys Island ,SC ,USA ,NUFORC,1,
6/17/2016,Circle ,West Babylon ,NY ,USA ,NUFORC,1,
6/17/2016,Circle ,West Babylon ,NY ,USA ,NUFORC,1,
6/17/2016,Circle ,New Orleans ,LA ,USA ,NUFORC,1,
6/17/2016,Circle ,Gaffney ,SC ,USA ,NUFORC,1,
6/16/2016,Circle ,Bristol tn and bristol va ,TN ,USA ,NUFORC,1,
6/16/2016,Circle ,Cornelia ,GA ,USA ,NUFORC,1,
6/15/2016,Circle ,Hebe/Klingerstown ,PA ,USA ,NUFORC,1,
6/15/2016,Circle ,Mount Vernon ,OH ,USA ,NUFORC,1,
6/14/2016,Circle ,Park Rapids ,MN ,USA ,NUFORC,1,
6/13/2016,Circle ,Phoenix ,AZ ,USA ,NUFORC,1,
6/13/2016,Circle ,Phoenix ,AZ ,USA ,NUFORC,1,
6/12/2016,Circle ,Indianapolis ,IN ,USA ,NUFORC,1,
6/11/2016,Circle ,Indian Rock Beach ,FL ,USA ,NUFORC,1,
6/11/2016,Circle ,Winter Park ,FL ,USA ,NUFORC,1,
6/11/2016,Circle ,Madison ,WI ,USA ,NUFORC,1,
6/7/2016,Circle ,Butler ,WI ,USA ,NUFORC,1,
6/7/2016,Circle ,North Myrtle Beach ,SC ,USA ,NUFORC,1,
6/6/2016,Circle ,Naperville ,IL ,USA ,NUFORC,1,
6/6/2016,Circle ,Longmeadow ,MA ,USA ,NUFORC,1,
6/6/2016,Circle ,Quaker Hill ,CT ,USA ,NUFORC,1,
6/5/2016,Circle ,Louisville ,CO ,USA ,NUFORC,1,
6/5/2016,Circle ,Central Square ,NY ,USA ,NUFORC,1,
6/5/2016,Circle ,Middletown ,IL ,USA ,NUFORC,1,
6/4/2016,Circle ,Andover ,KS ,USA ,NUFORC,1,
6/4/2016,Circle ,Murrells Inlet ,SC ,USA ,NUFORC,1,
6/4/2016,Circle ,North Hardeeville ,SC ,USA ,NUFORC,1,
6/4/2016,Circle ,Fair Oaks ,CA ,USA ,NUFORC,1,
6/3/2016,Circle ,Portland ,OR ,USA ,NUFORC,1,
6/3/2016,Circle ,Tacoma ,WA ,USA ,NUFORC,1,
6/2/2016,Circle ,Tucson ,AZ ,USA ,NUFORC,1,
5/30/2016,Circle ,Tampa ,FL ,USA ,NUFORC,1,
5/30/2016,Circle ,Blue Island ,IL ,USA ,NUFORC,1,
5/30/2016,Circle ,Troy ,ME ,USA ,NUFORC,1,
5/29/2016,Circle ,Missoula ,MT ,USA ,NUFORC,1,
5/29/2016,Circle ,Mt. Juliet ,TN ,USA ,NUFORC,1,
5/29/2016,Circle ,Port Clinton ,OH ,USA ,NUFORC,1,
5/28/2016,Circle ,Aurora ,CO ,USA ,NUFORC,1,
5/28/2016,Circle ,Johnsonville ,NC ,USA ,NUFORC,1,
5/28/2016,Circle ,Woodville ,TX ,USA ,NUFORC,1,
5/28/2016,Circle ,Cedarburg ,WI ,USA ,NUFORC,1,
5/28/2016,Circle ,Miami (South Dade) ,FL ,USA ,NUFORC,1,
5/28/2016,Circle ,Sun City ,AZ ,USA ,NUFORC,1,
5/27/2016,Circle ,St. Petersburg ,FL ,USA ,NUFORC,1,
5/25/2016,Circle ,Albuquerque ,NM ,USA ,NUFORC,1,
5/25/2016,Circle ,Brighton ,CO ,USA ,NUFORC,1,
5/24/2016,Circle ,Emerald Isle ,NC ,USA ,NUFORC,1,
5/23/2016,Circle ,Mishawaka ,IN ,USA ,NUFORC,1,
5/23/2016,Circle ,Rapid City ,SD ,USA ,NUFORC,1,
5/23/2016,Circle ,Eads ,TN ,USA ,NUFORC,1,
5/21/2016,Circle ,Kenosha ,WI ,USA ,NUFORC,1,
5/21/2016,Circle ,Dorothy ,NJ ,USA ,NUFORC,1,
5/21/2016,Circle ,Murfreesboro ,TN ,USA ,NUFORC,1,
5/21/2016,Circle ,New York ,NY ,USA ,NUFORC,1,
5/20/2016,Circle ,New Berlin ,WI ,USA ,NUFORC,1,
5/20/2016,Circle ,New York City ,NY ,USA ,NUFORC,1,
5/20/2016,Circle ,Pittsburgh ,PA ,USA ,NUFORC,1,
5/19/2016,Circle ,Coeur d'Alene ,ID ,USA ,NUFORC,1,
5/19/2016,Circle ,Skokie ,IL ,USA ,NUFORC,1,
5/17/2016,Circle ,Galloway ,NE ,USA ,NUFORC,1,
5/14/2016,Circle ,Schaumburg ,IL ,USA ,NUFORC,1,
5/14/2016,Circle ,Lafayette ,NJ ,USA ,NUFORC,1,
5/14/2016,Circle ,Charlotte ,NC ,USA ,NUFORC,1,
5/14/2016,Circle ,Ashburn ,VA ,USA ,NUFORC,1,
5/13/2016,Circle ,Puyallup ,WA ,USA ,NUFORC,1,
5/13/2016,Circle ,Duck Key ,FL ,USA ,NUFORC,1,
5/11/2016,Circle ,Bellevue ,TN ,USA ,NUFORC,1,
5/10/2016,Circle ,Prescott ,AZ ,USA ,NUFORC,1,
5/6/2016,Circle ,Buffalo Grove ,IL ,USA ,NUFORC,1,
5/6/2016,Circle ,Cocoa ,FL ,USA ,NUFORC,1,
5/6/2016,Circle ,Round Lake ,IL ,USA ,NUFORC,1,
5/6/2016,Circle ,Janesville ,WI ,USA ,NUFORC,1,
5/6/2016,Circle ,Tamarac ,FL ,USA ,NUFORC,1,
5/5/2016,Circle ,Westminster ,CO ,USA ,NUFORC,1,
5/5/2016,Circle ,Rogersville ,TN ,USA ,NUFORC,1,
5/5/2016,Circle ,Batavia ,IA ,USA ,NUFORC,1,
5/4/2016,Circle ,Panama City Beach ,FL ,USA ,NUFORC,1,
5/4/2016,Circle ,Woodbridge ,VA ,USA ,NUFORC,1,
5/3/2016,Circle ,Stockbridge ,GA ,USA ,NUFORC,1,
5/3/2016,Circle ,Philadelphia ,PA ,USA ,NUFORC,1,
