Event.Date,Shape,Location,State,Country,Source,USA,
7/2/2016,Fireball ,Lively Grove ,IL ,USA ,NUFORC,1,
7/2/2016,Fireball ,Blaine ,TN ,USA ,NUFORC,1,
7/2/2016,Fireball ,Columbia ,TN ,USA ,NUFORC,1,
6/30/2016,Fireball ,Placerville ,CA ,USA ,NUFORC,1,
6/30/2016,Fireball ,Symsonia ,KY ,USA ,NUFORC,1,
6/29/2016,Fireball ,Schaumburg ,IL ,USA ,NUFORC,1,
6/29/2016,Fireball ,Tigard ,OR ,USA ,NUFORC,1,
6/27/2016,Fireball ,Eugene ,OR ,USA ,NUFORC,1,
6/27/2016,Fireball ,Guilford ,ME ,USA ,NUFORC,1,
6/26/2016,Fireball ,Pell Lake ,WI ,USA ,NUFORC,1,
6/25/2016,Fireball ,Newton Falls ,OH ,USA ,NUFORC,1,
6/24/2016,Fireball ,Arlington ,WA ,USA ,NUFORC,1,
6/20/2016,Fireball ,Aberdeen ,MD ,USA ,NUFORC,1,
6/18/2016,Fireball ,Bradford ,PA ,USA ,NUFORC,1,
6/17/2016,Fireball ,Spencerville ,OH ,USA ,NUFORC,1,
6/16/2016,Fireball ,Hopkinsville ,KY ,USA ,NUFORC,1,
6/14/2016,Fireball ,Pittsburgh ,PA ,USA ,NUFORC,1,
6/12/2016,Fireball ,Palo Alto ,CA ,USA ,NUFORC,1,
6/11/2016,Fireball ,West Bangor ,PA ,USA ,NUFORC,1,
6/11/2016,Fireball ,Bloomsburg ,PA ,USA ,NUFORC,1,
6/11/2016,Fireball ,Laguna Niguel ,CA ,USA ,NUFORC,1,
6/10/2016,Fireball ,Occoquan ,VA ,USA ,NUFORC,1,
6/10/2016,Fireball ,Indian Trail ,NC ,USA ,NUFORC,1,
6/10/2016,Fireball ,Greensboro ,NC ,USA ,NUFORC,1,
6/7/2016,Fireball ,Long Beach ,CA ,USA ,NUFORC,1,
6/6/2016,Fireball ,Columbus ,OH ,USA ,NUFORC,1,
6/6/2016,Fireball ,Godfrey ,IL ,USA ,NUFORC,1,
6/4/2016,Fireball ,Orlando ,FL ,USA ,NUFORC,1,
6/4/2016,Fireball ,Cliffdell ,WA ,USA ,NUFORC,1,
6/4/2016,Fireball ,Cliffdell ,WA ,USA ,NUFORC,1,
6/3/2016,Fireball ,Myrtle Beach ,SC ,USA ,NUFORC,1,
6/2/2016,Fireball ,Phoenix ,AZ ,USA ,NUFORC,1,
6/2/2016,Fireball ,Las Vegas ,NV ,USA ,NUFORC,1,
6/2/2016,Fireball ,Tempe ,AZ ,USA ,NUFORC,1,
5/30/2016,Fireball ,Auburn ,WA ,USA ,NUFORC,1,
5/28/2016,Fireball ,Brigantine ,NJ ,USA ,NUFORC,1,
5/27/2016,Fireball ,Milliken ,CO ,USA ,NUFORC,1,
5/26/2016,Fireball ,Franklinton ,NC ,USA ,NUFORC,1,
5/25/2016,Fireball ,Edgewood ,WA ,USA ,NUFORC,1,
5/24/2016,Fireball ,Orlando ,FL ,USA ,NUFORC,1,
5/23/2016,Fireball ,St. Petersburg ,FL ,USA ,NUFORC,1,
5/22/2016,Fireball ,Pataskala ,OH ,USA ,NUFORC,1,
5/20/2016,Fireball ,Mentor ,OH ,USA ,NUFORC,1,
5/17/2016,Fireball ,Canton ,MI ,USA ,NUFORC,1,
5/17/2016,Fireball ,Leicester ,MA ,USA ,NUFORC,1,
5/17/2016,Fireball ,Massena ,NY ,USA ,NUFORC,1,
5/16/2016,Fireball ,Riverhead ,NY ,USA ,NUFORC,1,
5/14/2016,Fireball ,St. Augustine Beach ,FL ,USA ,NUFORC,1,
5/14/2016,Fireball ,Maricopa ,AZ ,USA ,NUFORC,1,
5/13/2016,Fireball ,Winston-Salem/Lexington ,NC ,USA ,NUFORC,1,
5/13/2016,Fireball ,Bellingham ,WA ,USA ,NUFORC,1,
5/12/2016,Fireball ,Gresham ,OR ,USA ,NUFORC,1,
5/9/2016,Fireball ,Commerce ,MI ,USA ,NUFORC,1,
5/9/2016,Fireball ,Winter Springs ,FL ,USA ,NUFORC,1,
5/7/2016,Fireball ,Arvada ,CO ,USA ,NUFORC,1,
5/7/2016,Fireball ,Long Beach ,CA ,USA ,NUFORC,1,
5/7/2016,Fireball ,Philadelphia ,MS ,USA ,NUFORC,1,
5/5/2016,Fireball ,Davenport ,FL ,USA ,NUFORC,1,
5/5/2016,Fireball ,Ocala ,FL ,USA ,NUFORC,1,
5/5/2016,Fireball ,Orlando ,FL ,USA ,NUFORC,1,
5/4/2016,Fireball ,Mesa ,AZ ,USA ,NUFORC,1,
5/3/2016,Fireball ,Owensboro ,KY ,USA ,NUFORC,1,
4/30/2016,Fireball ,Westport ,WI ,USA ,NUFORC,1,
4/30/2016,Fireball ,El Paso ,TX ,USA ,NUFORC,1,
4/30/2016,Fireball ,Philadelphia ,PA ,USA ,NUFORC,1,
4/30/2016,Fireball ,Newport Beach ,CA ,USA ,NUFORC,1,
4/29/2016,Fireball ,Pomona ,NY ,USA ,NUFORC,1,
4/29/2016,Fireball ,Fort Walton Beach ,FL ,USA ,NUFORC,1,
4/26/2016,Fireball ,Reseda ,CA ,USA ,NUFORC,1,
4/26/2016,Fireball ,Costa Mesa ,CA ,USA ,NUFORC,1,
4/26/2016,Fireball ,Sterling ,CO ,USA ,NUFORC,1,
4/25/2016,Fireball ,Macon ,GA ,USA ,NUFORC,1,
4/24/2016,Fireball ,Lake Villa ,IL ,USA ,NUFORC,1,
4/24/2016,Fireball ,Ft. Collins ,CO ,USA ,NUFORC,1,
4/23/2016,Fireball ,Tallahassee ,FL ,USA ,NUFORC,1,
4/23/2016,Fireball ,Milwaukee ,WI ,USA ,NUFORC,1,
4/22/2016,Fireball ,Whittier ,CA ,USA ,NUFORC,1,
4/22/2016,Fireball ,Melbourne ,FL ,USA ,NUFORC,1,
4/21/2016,Fireball ,San Antonio ,TX ,USA ,NUFORC,1,
4/17/2016,Fireball ,Ricetown ,KY ,USA ,NUFORC,1,
4/16/2016,Fireball ,Seaside ,OR ,USA ,NUFORC,1,
4/15/2016,Fireball ,Liberty Township ,OH ,USA ,NUFORC,1,
4/15/2016,Fireball ,Pea Ridge ,AR ,USA ,NUFORC,1,
4/15/2016,Fireball ,Chicago ,IL ,USA ,NUFORC,1,
4/15/2016,Fireball ,Cairo ,IL ,USA ,NUFORC,1,
4/15/2016,Fireball ,Reading ,OH ,USA ,NUFORC,1,
4/15/2016,Fireball ,Evans ,GA ,USA ,NUFORC,1,
4/15/2016,Fireball ,South Bend ,IN ,USA ,NUFORC,1,
4/13/2016,Fireball ,Curwensville ,PA ,USA ,NUFORC,1,
4/12/2016,Fireball ,Chadds Ford ,PA ,USA ,NUFORC,1,
4/12/2016,Fireball ,Ellsworth ,KS ,USA ,NUFORC,1,
4/12/2016,Fireball ,Ellsworth ,KS ,USA ,NUFORC,1,
4/12/2016,Fireball ,Van Nuys ,CA ,USA ,NUFORC,1,
4/9/2016,Fireball ,Englewood ,FL ,USA ,NUFORC,1,
4/7/2016,Fireball ,Bass Lake ,CA ,USA ,NUFORC,1,
4/2/2016,Fireball ,New York City (Yonkers) ,NY ,USA ,NUFORC,1,
4/2/2016,Fireball ,Rowlett ,TX ,USA ,NUFORC,1,
4/1/2016,Fireball ,Goodyear ,AZ ,USA ,NUFORC,1,
4/1/2016,Fireball ,Bakersfield ,CA ,USA ,NUFORC,1,
4/1/2016,Fireball ,Fayetteville ,AR ,USA ,NUFORC,1,
3/31/2016,Fireball ,Shasta Lake ,CA ,USA ,NUFORC,1,
3/30/2016,Fireball ,Winston-Salem ,NC ,USA ,NUFORC,1,
3/29/2016,Fireball ,Boca Raton ,FL ,USA ,NUFORC,1,
3/28/2016,Fireball ,Rochester ,IL ,USA ,NUFORC,1,
3/28/2016,Fireball ,Lakside ,MT ,USA ,NUFORC,1,
3/27/2016,Fireball ,Bakersfield ,CA ,USA ,NUFORC,1,
3/26/2016,Fireball ,Sequim ,WA ,USA ,NUFORC,1,
3/26/2016,Fireball ,Pembroke Pines ,FL ,USA ,NUFORC,1,
3/23/2016,Fireball ,Jacksonville ,FL ,USA ,NUFORC,1,
3/22/2016,Fireball ,Kelso ,WA ,USA ,NUFORC,1,
3/21/2016,Fireball ,Des Plaines ,IL ,USA ,NUFORC,1,
3/21/2016,Fireball ,Wylie and Rowlett ,TX ,USA ,NUFORC,1,
3/20/2016,Fireball ,West Grove ,PA ,USA ,NUFORC,1,
3/20/2016,Fireball ,Santa Cruz ,CA ,USA ,NUFORC,1,
3/18/2016,Fireball ,Eau Gallie ,FL ,USA ,NUFORC,1,
3/18/2016,Fireball ,Barefoot Bay ,FL ,USA ,NUFORC,1,
3/18/2016,Fireball ,Port St. Lucie ,FL ,USA ,NUFORC,1,
3/17/2016,Fireball ,Chula Vista ,CA ,USA ,NUFORC,1,
3/17/2016,Fireball ,Zephyrhills ,FL ,USA ,NUFORC,1,
3/16/2016,Fireball ,Kernersville ,NC ,USA ,NUFORC,1,
3/16/2016,Fireball ,Ormond Beach ,FL ,USA ,NUFORC,1,
3/15/2016,Fireball ,Fort Lauderdale ,FL ,USA ,NUFORC,1,
3/11/2016,Fireball ,Irmo ,SC ,USA ,NUFORC,1,
3/8/2016,Fireball ,Glenview ,IL ,USA ,NUFORC,1,
3/6/2016,Fireball ,Hurricane ,WV ,USA ,NUFORC,1,
3/6/2016,Fireball ,Riverside ,CA ,USA ,NUFORC,1,
3/6/2016,Fireball ,Hayesville ,NC ,USA ,NUFORC,1,
3/6/2016,Fireball ,Goleta ,CA ,USA ,NUFORC,1,
3/3/2016,Fireball ,LaVeta ,CO ,USA ,NUFORC,1,
3/3/2016,Fireball ,Vallejo ,CA ,USA ,NUFORC,1,
3/3/2016,Fireball ,Baldwinville ,MA ,USA ,NUFORC,1,
3/2/2016,Fireball ,Plymouth Meeting ,PA ,USA ,NUFORC,1,
3/2/2016,Fireball ,Farmingville ,NY ,USA ,NUFORC,1,
3/1/2016,Fireball ,Las Vegas ,NV ,USA ,NUFORC,1,
2/29/2016,Fireball ,Warner Robins ,GA ,USA ,NUFORC,1,
2/29/2016,Fireball ,Thornton ,CO ,USA ,NUFORC,1,
2/27/2016,Fireball ,Holiday ,FL ,USA ,NUFORC,1,
2/26/2016,Fireball ,Niceville ,FL ,USA ,NUFORC,1,
2/22/2016,Fireball ,Lebanon ,MO ,USA ,NUFORC,1,
2/21/2016,Fireball ,Sandy ,OR ,USA ,NUFORC,1,
2/20/2016,Fireball ,San Luis Obispo ,CA ,USA ,NUFORC,1,
2/20/2016,Fireball ,Towson ,MD ,USA ,NUFORC,1,
2/17/2016,Fireball ,Greeley ,CO ,USA ,NUFORC,1,
2/16/2016,Fireball ,Kill Devil Hills ,NC ,USA ,NUFORC,1,
2/16/2016,Fireball ,Williamsburg ,VA ,USA ,NUFORC,1,
2/16/2016,Fireball ,Enterprise ,WA ,USA ,NUFORC,1,
2/15/2016,Fireball ,Dubuque ,IA ,USA ,NUFORC,1,
2/14/2016,Fireball ,Pinellas ,FL ,USA ,NUFORC,1,
2/14/2016,Fireball ,West Suffield ,CT ,USA ,NUFORC,1,
2/14/2016,Fireball ,East Hampton ,NY ,USA ,NUFORC,1,
2/14/2016,Fireball ,Starview ,PA ,USA ,NUFORC,1,
2/13/2016,Fireball ,West Mobile ,AL ,USA ,NUFORC,1,
2/11/2016,Fireball ,Laguna Beach ,CA ,USA ,NUFORC,1,
2/11/2016,Fireball ,Costa Mesa ,CA ,USA ,NUFORC,1,
2/11/2016,Fireball ,Palm Desert ,CA ,USA ,NUFORC,1,
2/11/2016,Fireball ,Victorville ,CA ,USA ,NUFORC,1,
2/11/2016,Fireball ,Santa Clarita ,CA ,USA ,NUFORC,1,
2/11/2016,Fireball ,Whittier ,CA ,USA ,NUFORC,1,
2/11/2016,Fireball ,Burbank ,CA ,USA ,NUFORC,1,
2/11/2016,Fireball ,La Junta ,CO ,USA ,NUFORC,1,
2/10/2016,Fireball ,Cutler Bay ,FL ,USA ,NUFORC,1,
2/9/2016,Fireball ,Alexandria ,LA ,USA ,NUFORC,1,
2/6/2016,Fireball ,Aurora ,CO ,USA ,NUFORC,1,
2/5/2016,Fireball ,Austin ,TX ,USA ,NUFORC,1,
2/3/2016,Fireball ,Kingston ,MA ,USA ,NUFORC,1,
2/3/2016,Fireball ,Roseburg ,OR ,USA ,NUFORC,1,
2/1/2016,Fireball ,Port Orange ,FL ,USA ,NUFORC,1,
2/1/2016,Fireball ,Milwaukee ,WI ,USA ,NUFORC,1,
1/31/2016,Fireball ,Allentown ,PA ,USA ,NUFORC,1,
1/31/2016,Fireball ,Sandpoint ,ID ,USA ,NUFORC,1,
1/30/2016,Fireball ,La Plata ,MD ,USA ,NUFORC,1,
1/30/2016,Fireball ,Coopersburg ,PA ,USA ,NUFORC,1,
1/30/2016,Fireball ,Hillsville ,VA ,USA ,NUFORC,1,
1/29/2016,Fireball ,Cerritos ,CA ,USA ,NUFORC,1,
1/28/2016,Fireball ,Waukee ,IA ,USA ,NUFORC,1,
1/28/2016,Fireball ,Waukesha ,WI ,USA ,NUFORC,1,
1/24/2016,Fireball ,Lakveville ,MN ,USA ,NUFORC,1,
1/24/2016,Fireball ,Henderson ,NV ,USA ,NUFORC,1,
1/23/2016,Fireball ,Spring ,TX ,USA ,NUFORC,1,
1/23/2016,Fireball ,Franklin ,TN ,USA ,NUFORC,1,
1/22/2016,Fireball ,Hoquiam ,WA ,USA ,NUFORC,1,
1/21/2016,Fireball ,North Canton ,OH ,USA ,NUFORC,1,
1/19/2016,Fireball ,Millville ,NJ ,USA ,NUFORC,1,
1/18/2016,Fireball ,Bakersfield ,CA ,USA ,NUFORC,1,
1/16/2016,Fireball ,Roseburg ,OR ,USA ,NUFORC,1,
1/14/2016,Fireball ,Marion ,IA ,USA ,NUFORC,1,
1/14/2016,Fireball ,Burbank ,OH ,USA ,NUFORC,1,
1/13/2016,Fireball ,Sutherlin ,CA ,USA ,NUFORC,1,
1/5/2016,Fireball ,Lake Wylie ,SC ,USA ,NUFORC,1,
1/3/2016,Fireball ,Milford ,CT ,USA ,NUFORC,1,
1/3/2016,Fireball ,Chula Vista ,CA ,USA ,NUFORC,1,
1/3/2016,Fireball ,Santee ,CA ,USA ,NUFORC,1,
1/3/2016,Fireball ,Newtown ,CT ,USA ,NUFORC,1,
1/2/2016,Fireball ,Dickinson ,ND ,USA ,NUFORC,1,
1/2/2016,Fireball ,Billings ,MT ,USA ,NUFORC,1,
1/2/2016,Fireball ,Meadville ,PA ,USA ,MUFON,1,
1/2/2016,Fireball ,Imperial Beach ,CA ,USA ,NUFORC,1,
1/1/2016,Fireball ,Fenton ,MO ,USA ,NUFORC,1,
1/1/2016,Fireball ,Sacramento ,CA ,USA ,NUFORC,1,
1/1/2016,Fireball ,Sacramento ,CA ,USA ,NUFORC,1,
1/1/2016,Fireball ,,OH ,USA ,MUFON,1,
1/1/2016,Fireball ,Rancho Cucamonga ,CA ,USA ,MUFON,1,
12/31/2015,Fireball ,Eugene ,OR ,USA ,NUFORC,1,
12/31/2015,Fireball ,Missoula ,MT ,USA ,MUFON,1,
12/31/2015,Fireball ,Menifee ,CA ,USA ,NUFORC,1,
12/31/2015,Fireball ,Gadsden ,AL ,USA ,NUFORC,1,
12/30/2015,Fireball ,Cle Elum ,WA ,USA ,NUFORC,1,
12/29/2015,Fireball ,Palmetto ,FL ,USA ,NUFORC,1,
12/29/2015,Fireball ,Walnut Creek ,CA ,USA ,NUFORC,1,
12/26/2015,Fireball ,Sarasota ,FL ,USA ,NUFORC,1,
12/25/2015,Fireball ,Greene ,NY ,USA ,NUFORC,1,
12/24/2015,Fireball ,Plum ,PA ,USA ,NUFORC,1,
12/24/2015,Fireball ,Kalispell ,MT ,USA ,NUFORC,1,
12/23/2015,Fireball ,Concord ,CA ,USA ,NUFORC,1,
12/23/2015,Fireball ,Tucson ,AZ ,USA ,NUFORC,1,
12/22/2015,Fireball ,Bullhead City ,AZ ,USA ,NUFORC,1,
12/22/2015,Fireball ,Goleta ,CA ,USA ,NUFORC,1,
12/22/2015,Fireball ,Menifee ,CA ,USA ,NUFORC,1,
12/22/2015,Fireball ,Palm Springs ,CA ,USA ,NUFORC,1,
12/22/2015,Fireball ,Bakersfield ,CA ,USA ,NUFORC,1,
12/22/2015,Fireball ,Huntington Beach ,CA ,USA ,NUFORC,1,
12/22/2015,Fireball ,Las Vegas ,NV ,USA ,NUFORC,1,
12/22/2015,Fireball ,Boulder City ,NV ,USA ,NUFORC,1,
12/22/2015,Fireball ,Napa ,CA ,USA ,NUFORC,1,
12/22/2015,Fireball ,Bullhead City ,AZ ,USA ,NUFORC,1,
12/19/2015,Fireball ,Elizabeth City ,NC ,USA ,NUFORC,1,
12/17/2015,Fireball ,Cumming ,GA ,USA ,NUFORC,1,
12/15/2015,Fireball ,Ewing ,NJ ,USA ,NUFORC,1,
12/14/2015,Fireball ,Elk City ,OK ,USA ,NUFORC,1,
12/11/2015,Fireball ,Sacramento ,CA ,USA ,NUFORC,1,
11/25/2015,Fireball ,Ft. Myers Beach ,FL ,USA ,NUFORC,1,
11/13/2015,Fireball ,Anaheim ,CA ,USA ,NUFORC,1,
10/8/2015,Fireball ,New Kensington ,PA ,USA ,NUFORC,1,
9/18/2015,Fireball ,Killingly ,CT ,USA ,NUFORC,1,
8/15/2015,Fireball ,Medford ,OR ,USA ,NUFORC,1,
7/8/2015,Fireball ,Macomb ,MI ,USA ,NUFORC,1,
7/7/2015,Fireball ,New Haven/Fair Haven/ East Haven ,CT ,USA ,NUFORC,1,
7/4/2015,Fireball ,Rochester ,NY ,USA ,NUFORC,1,
7/4/2015,Fireball ,Olympia ,WA ,USA ,NUFORC,1,
7/4/2015,Fireball ,Rahway ,NJ ,USA ,NUFORC,1,
7/4/2015,Fireball ,Coon Rapids ,MN ,USA ,NUFORC,1,
7/4/2015,Fireball ,Springfield ,OH ,USA ,NUFORC,1,
7/4/2015,Fireball ,Chicago ,IL ,USA ,NUFORC,1,
7/4/2015,Fireball ,Webster ,NY ,USA ,NUFORC,1,
7/4/2015,Fireball ,Uniontown ,PA ,USA ,NUFORC,1,
7/4/2015,Fireball ,Levittown ,NY ,USA ,NUFORC,1,
7/4/2015,Fireball ,Port Charlotte ,FL ,USA ,NUFORC,1,
7/4/2015,Fireball ,Duncannon ,PA ,USA ,NUFORC,1,
7/4/2015,Fireball ,Sharon ,PA ,USA ,NUFORC,1,
7/4/2015,Fireball ,Hollywood ,FL ,USA ,NUFORC,1,
7/4/2015,Fireball ,Sykesville ,MD ,USA ,NUFORC,1,
7/4/2015,Fireball ,Chicago ,IL ,USA ,NUFORC,1,
7/4/2015,Fireball ,Tacoma ,WA ,USA ,NUFORC,1,
7/4/2015,Fireball ,Toledo ,OH ,USA ,NUFORC,1,
7/4/2015,Fireball ,Albuquerque ,NM ,USA ,NUFORC,1,
7/3/2015,Fireball ,Altoona ,PA ,USA ,NUFORC,1,
7/3/2015,Fireball ,Elberta ,AL ,USA ,NUFORC,1,
7/2/2015,Fireball ,Oswego ,IL ,USA ,NUFORC,1,
6/20/2015,Fireball ,Columbia ,SC ,USA ,NUFORC,1,
1/25/2015,Fireball ,Buckeye ,AZ ,USA ,NUFORC,1,
12/25/2014,Fireball ,Glendora ,CA ,USA ,NUFORC,1,
10/25/2014,Fireball ,Mount Vernon ,IL ,USA ,NUFORC,1,
6/21/2013,Fireball ,Bethlehem ,PA ,USA ,NUFORC,1,
6/15/2011,Fireball ,Mansfield ,OH ,USA ,NUFORC,1,
9/1/2006,Fireball ,Hoover ,AL ,USA ,NUFORC,1,
4/15/2005,Fireball ,Mountain Home ,ID ,USA ,NUFORC,1,
7/15/2004,Fireball ,Arlee ,MT ,USA ,MUFON,1,
9/23/2003,Fireball ,Carlsbad ,CA ,USA ,NUFORC,1,
1/15/1981,Fireball ,Hawthorne ,NV ,USA ,NUFORC,1,
3/18/2016,Fireball ,Orleans ,ON ,Canada ,NUFORC,0,
2/23/2016,Fireball ,Dieppe ,NB ,Canada ,NUFORC,0,
12/24/2015,Fireball ,London ,ON ,Canada ,NUFORC,0,
7/22/2016,Lights Only ,Las Vegas ,NV ,USA ,NUFORC,1,
7/22/2016,Lights Only ,Sedona ,AZ ,USA ,NUFORC,1,
7/22/2016,Lights Only ,Renton ,WA ,USA ,NUFORC,1,
7/21/2016,Lights Only ,Missoula ,MT ,USA ,NUFORC,1,
7/21/2016,Lights Only ,Hamilton Square ,NJ ,USA ,NUFORC,1,
7/21/2016,Lights Only ,Buckeye ,AZ ,USA ,NUFORC,1,
7/21/2016,Lights Only ,Camp Verde ,AZ ,USA ,NUFORC,1,
7/20/2016,Lights Only ,Rahway ,NJ ,USA ,NUFORC,1,
7/20/2016,Lights Only ,Fayetteville ,NC ,USA ,NUFORC,1,
7/19/2016,Lights Only ,McKinney ,TX ,USA ,NUFORC,1,
7/19/2016,Lights Only ,Owego ,NY ,USA ,NUFORC,1,
7/19/2016,Lights Only ,Everett ,WA ,USA ,NUFORC,1,
7/18/2016,Lights Only ,Holden Beach ,NC ,USA ,NUFORC,1,
7/18/2016,Lights Only ,Lower Haines City ,FL ,USA ,NUFORC,1,
7/18/2016,Lights Only ,Las Cruces ,NM ,USA ,NUFORC,1,
7/17/2016,Lights Only ,St. George ,UT ,USA ,NUFORC,1,
7/17/2016,Lights Only ,Stockholm ,NJ ,USA ,NUFORC,1,
7/17/2016,Lights Only ,Trezevant ,TN ,USA ,NUFORC,1,
7/17/2016,Lights Only ,Boise ,ID ,USA ,NUFORC,1,
7/16/2016,Lights Only ,New York City ,NY ,USA ,NUFORC,1,
7/16/2016,Lights Only ,Clinton Township ,MI ,USA ,NUFORC,1,
7/16/2016,Lights Only ,Land O'Lakes ,FL ,USA ,NUFORC,1,
7/16/2016,Lights Only ,Hailey ,ID ,USA ,NUFORC,1,
7/15/2016,Lights Only ,Broomfield ,CO ,USA ,NUFORC,1,
7/15/2016,Lights Only ,Colfax ,CA ,USA ,NUFORC,1,
7/14/2016,Lights Only ,Apopka ,FL ,USA ,NUFORC,1,
7/13/2016,Lights Only ,Jackson ,NJ ,USA ,NUFORC,1,
7/13/2016,Lights Only ,Pittsfield ,MA ,USA ,NUFORC,1,
7/12/2016,Lights Only ,Verona ,PA ,USA ,NUFORC,1,
7/12/2016,Lights Only ,Kingman ,AZ ,USA ,NUFORC,1,
7/12/2016,Lights Only ,McKee ,KY ,USA ,NUFORC,1,
7/11/2016,Lights Only ,Saginaw ,MI ,USA ,NUFORC,1,
7/11/2016,Lights Only ,Cedar Rapids ,IA ,USA ,NUFORC,1,
7/11/2016,Lights Only ,Milwaukee ,WI ,USA ,NUFORC,1,
7/11/2016,Lights Only ,Murrieta ,CA ,USA ,NUFORC,1,
7/11/2016,Lights Only ,Blackwood (Blue Star Memorial Highway) ,NJ ,USA ,NUFORC,1,
7/10/2016,Lights Only ,Estes Park ,CO ,USA ,NUFORC,1,
7/10/2016,Lights Only ,Richmond ,ME ,USA ,NUFORC,1,
7/10/2016,Lights Only ,Chesterfield ,MO ,USA ,NUFORC,1,
7/10/2016,Lights Only ,Van Nuys ,CA ,USA ,NUFORC,1,
7/9/2016,Lights Only ,Wonder Lake ,IL ,USA ,NUFORC,1,
7/9/2016,Lights Only ,Between Wabash and Marion onq5 ,IN ,USA ,NUFORC,1,
7/9/2016,Lights Only ,Waupun ,WI ,USA ,NUFORC,1,
7/9/2016,Lights Only ,Aurora ,CO ,USA ,NUFORC,1,
7/9/2016,Lights Only ,Dearborn ,MI ,USA ,NUFORC,1,
7/9/2016,Lights Only ,Mountain View ,OK ,USA ,NUFORC,1,
7/8/2016,Lights Only ,Ottawa ,IL ,USA ,NUFORC,1,
7/8/2016,Lights Only ,Blackfoot ,ID ,USA ,NUFORC,1,
7/8/2016,Lights Only ,Cape Coral ,FL ,USA ,NUFORC,1,
7/8/2016,Lights Only ,Lauderhill ,FL ,USA ,NUFORC,1,
7/8/2016,Lights Only ,Middleton ,ID ,USA ,NUFORC,1,
7/8/2016,Lights Only ,Erlanger ,KY ,USA ,NUFORC,1,
7/8/2016,Lights Only ,Arrow Rock ,MO ,USA ,NUFORC,1,
7/7/2016,Lights Only ,Traverse City ,MI ,USA ,NUFORC,1,
7/7/2016,Lights Only ,Tulsa ,OK ,USA ,NUFORC,1,
7/7/2016,Lights Only ,Tucson ,AZ ,USA ,NUFORC,1,
7/7/2016,Lights Only ,Austin ,TX ,USA ,NUFORC,1,
7/6/2016,Lights Only ,Tulsa ,OK ,USA ,NUFORC,1,
7/6/2016,Lights Only ,Jasper ,MO ,USA ,NUFORC,1,
7/6/2016,Lights Only ,Redlands ,CA ,USA ,NUFORC,1,
7/6/2016,Lights Only ,Venice ,FL ,USA ,NUFORC,1,
7/5/2016,Lights Only ,Parker City ,IN ,USA ,NUFORC,1,
7/5/2016,Lights Only ,Oklahoma City ,OK ,USA ,NUFORC,1,
7/5/2016,Lights Only ,Denton ,TX ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Hometown ,IL ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Vancouver ,WA ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Poinciana ,FL ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Vancouver ,WA ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Broomfield ,CO ,USA ,NUFORC,1,
7/4/2016,Lights Only ,North Canton ,OH ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Frankfort ,KY ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Santa Barbara ,CA ,USA ,NUFORC,1,
7/4/2016,Lights Only ,St. James ,NY ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Salem ,NH ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Fort Collins ,CO ,USA ,NUFORC,1,
7/4/2016,Lights Only ,San Gabriel ,CA ,USA ,NUFORC,1,
7/4/2016,Lights Only ,El Paso ,TX ,USA ,NUFORC,1,
7/4/2016,Lights Only ,Sterling ,MI ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Cleveland ,OH ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Matteson ,IL ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Pequea ,PA ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Millville ,NJ ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Herkimer ,NY ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Wilmington ,NC ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Sandown ,NH ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Cedar Rapids ,IA ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Wingdale ,NY ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Honolulu ,HI ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Santa Fe ,NM ,USA ,NUFORC,1,
7/3/2016,Lights Only ,Alberton ,MT ,USA ,NUFORC,1,
7/2/2016,Lights Only ,Kings Canyon National Parks ,CA ,USA ,NUFORC,1,
7/2/2016,Lights Only ,Lafayette ,CA ,USA ,NUFORC,1,
7/2/2016,Lights Only ,East Windsor ,CT ,USA ,NUFORC,1,
7/2/2016,Lights Only ,Phoenix ,AZ ,USA ,NUFORC,1,
7/2/2016,Lights Only ,Kawaihae ,HI ,USA ,NUFORC,1,
7/1/2016,Lights Only ,Kerhonkson ,NY ,USA ,NUFORC,1,
7/1/2016,Lights Only ,Philadelphia ,PA ,USA ,NUFORC,1,
7/1/2016,Lights Only ,Auburn ,AL ,USA ,NUFORC,1,
7/1/2016,Lights Only ,Myrtle Beach ,NC ,USA ,NUFORC,1,
7/1/2016,Lights Only ,Schererville ,IN ,USA ,NUFORC,1,
